date,account,value,ID,counterparty_account_id,sys_note,acc_note,note_1,note_2,main_category,subcategory,wni,account_id,income
2020-01-01 00:00:00.000000000,,805,d16cded2-3f6d-48d7-adc1-54777ad531d4,,,,,,jobs,my main job,income,Example main account,True
2020-01-02 05:11:21.081081081,,-266,a651b9e2-6089-4a92-a060-3bc92e01524f,,,,,,other,games,wants,Example main account,False
2020-01-03 10:22:42.162162162,,-972,00f0af67-1588-4dc8-aa2d-be105f9efdf2,,,,,,investments,crypto,investments,Example main account,False
2020-01-04 15:34:03.243243243,,-241,82001ede-cf68-4300-9bf7-fca28417133f,,,,,,transport,gas,needs,Example main account,False
2020-01-05 20:45:24.324324324,,3660,1119ff3a-dcf3-4b11-9934-b2594bd085b5,,,,,,jobs,my main job,income,Example main account,True
2020-01-07 01:56:45.405405405,,-516,46a1a6e3-834e-41df-b8c3-544bec7dd7dc,,,,,,investments,stocks,investments,Example main account,False
2020-01-08 07:08:06.486486486,,-928,a81e6511-ded6-4c5a-b73e-9c8c4a4eb105,,,,,,food,food_other,wants,Example main account,False
2020-01-09 12:19:27.567567567,,4890,d10ab40e-ef8d-4488-b446-ad0be0327883,,,,,,jobs,my main job,income,Example main account,True
2020-01-11 22:42:09.729729729,,-969,3b8f5a44-2dbe-47c2-8bf4-444d85bbb92e,,,,,,other,other_other,wants,Example main account,False
2020-01-13 03:53:30.810810810,,-274,a8d394cb-af48-48b6-a779-ff85531c32d8,,,,,,other,other_other,wants,Example main account,False
2020-01-14 09:04:51.891891891,,3610,32ad20cb-948b-49a8-90b0-eee7f39d1fcb,,,,,,jobs,jobs_other,income,Example main account,True
2020-01-15 14:16:12.972972973,,2925,5aad7df4-db3f-40cb-bf9f-5be4c3c99d48,,,,,,jobs,my main job,income,Example main account,True
2020-01-16 19:27:34.054054054,,-433,79cea633-0463-41c5-ae5b-2cdae661b70e,,,,,,investments,stocks,investments,Example main account,False
2020-01-18 00:38:55.135135135,,-250,8fb54082-406d-4b18-9d59-b7589ed9777f,,,,,,food,restaurants,wants,Example main account,False
2020-01-19 05:50:16.216216216,,3215,95036afc-5681-4890-b8c4-86912a154163,,,,,,jobs,jobs_other,income,Example main account,True
2020-01-20 11:01:37.297297297,,-279,e779a6e4-52d7-4ed2-91fc-35e786f13c24,,,,,,investments,crypto,investments,Example main account,False
2020-01-21 16:12:58.378378378,,-863,d9411661-42f3-45a3-835d-c6139d22aea0,,,,,,food,food_other,wants,Example main account,False
2020-01-22 21:24:19.459459459,,-737,91e9656b-7982-4bd3-b0e5-3a550ea7828d,,,,,,investments,crypto,investments,Example main account,False
2020-01-24 02:35:40.540540540,,3785,eab3567e-4c0e-4930-840b-0f1171d2e78f,,,,,,jobs,my main job,income,Example main account,True
2020-01-25 07:47:01.621621621,,-343,a6745dff-d68b-4409-a5b0-cd5125c8d2ff,,,,,,other,games,wants,Example main account,False
2020-01-26 12:58:22.702702702,,-119,60799328-33df-4e05-9499-8e4dc6873cc5,,,,,,investments,investments_other,investments,Example main account,False
2020-01-27 18:09:43.783783783,,-563,55a1ff09-3112-4839-9391-9582fa04d2c8,,,,,,subscriptions,subscriptions_other,wants,Example main account,False
2020-01-28 23:21:04.864864865,,-80,f23b1945-f967-4bf3-b1d0-2ea89d0b16e9,,,,,,food,groceries,needs,Example main account,False
2020-01-30 04:32:25.945945946,,-434,98e0b83a-5929-40cf-98f4-88b2e4f653b4,,,,,,transport,public_transport,needs,Example main account,False
2020-01-31 09:43:47.027027027,,-787,fcde07a6-1e2c-42c2-abb9-03f44b18bb42,,,,,,investments,stocks,investments,Example main account,False
2020-02-01 14:55:08.108108108,,-382,71302b9e-5332-4e3d-99a0-865703db4303,,,,,,transport,gas,needs,Example main account,False
2020-02-02 20:06:29.189189189,,-323,4383cf6a-b1e0-4bbb-9031-a158b9a316b9,,,,,,other,other_other,wants,Example main account,False
2020-02-04 01:17:50.270270270,,-850,168f172f-686d-4b20-9596-aa1f3fa71711,,,,,,investments,investments_other,investments,Example main account,False
2020-02-05 06:29:11.351351351,,-873,12cb720a-aad5-4588-87bf-cf27be3225d6,,,,,,other,games,wants,Example main account,False
2020-02-06 11:40:32.432432432,,1100,7c669be9-ce42-40e6-b12d-1e789f04f5e8,,,,,,jobs,my main job,income,Example main account,True
2020-02-07 16:51:53.513513513,,-102,58414c86-8dde-402b-b8be-bcd644695c26,,,,,,subscriptions,streaming,wants,Example main account,False
2020-02-08 22:03:14.594594594,,-855,b757a7c7-9770-4807-b1ff-305d4648e436,,,,,,food,restaurants,wants,Example main account,False
2020-02-10 03:14:35.675675675,,-758,1b7f73de-edf3-421b-803e-b61ad87b87ca,,,,,,other,games,wants,Example main account,False
2020-02-11 08:25:56.756756756,,170,072f493c-e87f-4952-aaeb-9f5a0ece511e,,,,,,jobs,my main job,income,Example main account,True
2020-02-12 13:37:17.837837837,,-400,3cf256c2-2e77-449d-9361-264d2590911e,,,,,,investments,crypto,investments,Example main account,False
