date,account,value,ID,counterparty_account_id,sys_note,acc_note,note_1,note_2,main_category,subcategory,wni,account_id,income
2020-01-01 00:00:00.000000000,,-56,8339f952-92bd-4dd8-b943-10bea83572c5,,,,,,subscriptions,clouds,wants,Example shared account,False
2020-01-02 11:04:30.270270270,,-601,d811cb13-a4e1-48e2-ad1c-dbea523ef515,,,,,,transport,transport_other,wants,Example shared account,False
2020-01-03 22:09:00.540540540,,-372,fa4d372f-1040-416f-be62-523448141ab5,,,,,,subscriptions,streaming,wants,Example shared account,False
2020-01-05 09:13:30.810810810,,-63,b0db9299-0744-4f8b-9dff-c12f26a01776,,,,,,subscriptions,internet_provider,needs,Example shared account,False
2020-01-06 20:18:01.081081081,,-287,e641bb86-3744-47e8-8741-49a3cae3502d,,,,,,other,other_other,wants,Example shared account,False
2020-01-08 07:22:31.351351351,,-286,157391ff-c52f-440c-892f-f059be855359,,,,,,food,groceries,needs,Example shared account,False
2020-01-09 18:27:01.621621621,,-157,f158e0b7-fb70-4aa2-8b44-31f3bd5cf1fe,,,,,,transport,public_transport,needs,Example shared account,False
2020-01-11 05:31:31.891891891,,-475,8958e1f3-da48-455f-9a7d-5627d9a39431,,,,,,transport,public_transport,needs,Example shared account,False
2020-01-12 16:36:02.162162162,,-362,4cea2a21-8dd1-40f0-815b-d099760081e1,,,,,,transport,public_transport,needs,Example shared account,False
2020-01-14 03:40:32.432432432,,-278,719aae30-0c76-473d-9aaf-b1ba1478a500,,,,,,transport,transport_other,wants,Example shared account,False
2020-01-15 14:45:02.702702702,,-701,0acead30-d9b3-4783-8a20-e4ac24eeefeb,,,,,,subscriptions,clouds,wants,Example shared account,False
2020-01-17 01:49:32.972972973,,-671,1824cda3-c55d-4a13-a86f-0bbd23efe69b,,,,,,subscriptions,rent,needs,Example shared account,False
2020-01-18 12:54:03.243243243,,-344,c28f4dcd-b50a-4f4a-ae98-d8f91f5159e5,,,,,,investments,investments_other,investments,Example shared account,False
2020-01-19 23:58:33.513513513,,-255,a5758dd7-e086-444c-9e25-d0c704498aff,,,,,,investments,investments_other,investments,Example shared account,False
2020-01-21 11:03:03.783783783,,-245,fe98b7dc-0e47-4125-b4d5-87cb5d706b27,,,,,,subscriptions,streaming,wants,Example shared account,False
2020-01-22 22:07:34.054054054,,-76,1f55fde5-13ca-4eb5-a3ad-de044d0989dc,,,,,,transport,public_transport,needs,Example shared account,False
2020-01-24 09:12:04.324324324,,-97,24204198-de59-4c9d-920b-aec3b47d7625,,,,,,investments,investments_other,investments,Example shared account,False
2020-01-25 20:16:34.594594594,,-971,42e695ad-e6a4-4a94-aac2-589b10c04f4c,,,,,,investments,stocks,investments,Example shared account,False
2020-01-27 07:21:04.864864865,,-782,621a614b-6b60-4fd6-a1b5-8aaf4a9d512c,,,,,,food,food_other,wants,Example shared account,False
2020-01-28 18:25:35.135135135,,-105,49be10cd-adfc-440e-ac20-d3bfa0bea5d1,,,,,,food,groceries,needs,Example shared account,False
2020-01-30 05:30:05.405405405,,-45,d8f8ff49-149f-4c3c-a73a-398e6e9f6d5d,,,,,,food,restaurants,wants,Example shared account,False
2020-01-31 16:34:35.675675675,,-976,2d75dcdc-a2de-40be-94b0-d93d467f603e,,,,,,subscriptions,subscriptions_other,wants,Example shared account,False
2020-02-02 03:39:05.945945946,,-519,be7e7d39-c407-42bb-933e-5bb2b57bddd4,,,,,,transport,transport_other,wants,Example shared account,False
2020-02-03 14:43:36.216216216,,3265,81567949-4c32-4edf-b663-b0e0eb23f051,,,,,,jobs,my main job,income,Example shared account,True
2020-02-05 01:48:06.486486486,,-762,dec04770-9347-4dd4-8362-78927c770eed,,,,,,transport,public_transport,needs,Example shared account,False
2020-02-06 12:52:36.756756756,,1245,5a0931b3-6502-414b-9e25-f94985e26c98,,,,,,jobs,jobs_other,income,Example shared account,True
2020-02-07 23:57:07.027027027,,-812,12d6c74d-1c02-45d6-94eb-e8cff82a7578,,,,,,other,other_other,wants,Example shared account,False
2020-02-09 11:01:37.297297297,,-773,6f88dcdb-f39e-43e8-9d3c-f55cd0a223c3,,,,,,other,games,wants,Example shared account,False
2020-02-10 22:06:07.567567567,,2900,7124e573-06e1-40cd-90c6-58d568a08981,,,,,,jobs,jobs_other,income,Example shared account,True
2020-02-12 09:10:37.837837837,,-268,448bce5f-7910-40ab-80c3-cc288a1c3958,,,,,,investments,stocks,investments,Example shared account,False
2020-02-13 20:15:08.108108108,,4655,7e6d91e2-f592-4f49-b1a0-46127ea5de3f,,,,,,jobs,jobs_other,income,Example shared account,True
2020-02-15 07:19:38.378378378,,-200,69d33c2d-4a19-44b6-8a78-5eee3b36e6ec,,,,,,other,other_other,wants,Example shared account,False
2020-02-16 18:24:08.648648648,,-260,8727f19f-2a1e-417f-8b1a-1d80626b3a62,,,,,,transport,public_transport,needs,Example shared account,False
2020-02-18 05:28:38.918918919,,-937,e57a1aa0-a46b-4a7e-a5f7-10b05ae01fe8,,,,,,investments,stocks,investments,Example shared account,False
2020-02-19 16:33:09.189189189,,-883,0f615db7-b6d8-47c0-9ab0-f8b0e95cf9ef,,,,,,subscriptions,streaming,wants,Example shared account,False
2020-02-21 03:37:39.459459459,,-39,49e94f60-3547-47db-81ca-3e162e490160,,,,,,food,food_other,wants,Example shared account,False
2020-02-22 14:42:09.729729730,,-257,4f142e9b-354c-488b-b73c-483ab583cad9,,,,,,transport,gas,needs,Example shared account,False
2020-02-24 01:46:40.000000000,,-272,0c49551d-9842-4e4c-8e2e-e62514f5079c,,,,,,transport,gas,needs,Example shared account,False
2020-02-25 12:51:10.270270270,,-740,c24a91d9-6319-41bb-8283-1ae783c3a2b4,,,,,,investments,crypto,investments,Example shared account,False
2020-02-26 23:55:40.540540540,,-78,a02444e8-8d7d-4ec7-9779-6d32b601a712,,,,,,subscriptions,rent,needs,Example shared account,False
2020-02-28 11:00:10.810810811,,-723,29c467ce-0fa9-47f9-b8db-82bf7acd64b0,,,,,,investments,investments_other,investments,Example shared account,False
2020-02-29 22:04:41.081081081,,3835,8918f64f-f651-47b3-a491-0e5430dc1569,,,,,,jobs,my main job,income,Example shared account,True
2020-03-02 09:09:11.351351351,,-646,ae9a1afa-7e26-498a-a578-078f907183a1,,,,,,transport,transport_other,wants,Example shared account,False
2020-03-03 20:13:41.621621621,,-894,07eaaf6a-7004-45aa-95f1-7ecfed237fa4,,,,,,subscriptions,internet_provider,needs,Example shared account,False
